x1,true_parent,family_0,family_1,family_2
10.225,0.48836974357251883,0.6397901550770497,0.49522625950144983,0.35066236392584993
10.3625,0.4676771560829909,0.6135405803468599,0.474907911987068,0.33627524362727623
10.5,0.42821685343564697,0.5621235289419496,0.4351088093597683,0.3080940897775871
10.6375,0.3689708304000672,0.4839456054326887,0.3745955921308799,0.2652455788290711
10.775,0.29690728229850577,0.38271748932001254,0.29624049257042817,0.20976349582084394
10.9125,0.22335886969114588,0.28791271775252125,0.22285734962318485,0.15780198149384855
11.05,0.15795044893098326,0.20262419750505545,0.15684021177666777,0.11105622604828012
11.1875,0.10553472398840695,0.13464386154275818,0.10422038442998718,0.07379690731721619
11.325,0.06679312929354358,0.08789709298757074,0.0680362900802117,0.04817548717285263
11.4625,0.040057877148518745,0.05234321267799158,0.04051599296911484,0.028688773260238085
11.6,0.022750045929703738,0.03176805046179992,0.024589895103896732,0.017411739745993554
11.7375,0.01222446840093468,0.018435345345707725,0.01426978368723541,0.010104222028763099
11.875,0.0062096651715288645,0.009299973321718627,0.007198596235078578,0.005097219148438528
12.0125,0.0029797632309657594,0.004115032443238331,0.003185219573043619,0.0022554067028489055
12.15,0.0013498980315510333,0.002139816870483932,0.0016563141779826814,0.0011728114854814313
