x1,true_parent,family_0,family_1,family_2
10.225,0.42620945160619483,0.4398911113528036,0.36954225542570857,0.2991933994986135
10.3625,0.38882181248902387,0.400585631256727,0.33652263900148627,0.27245964674624557
10.5,0.3426861471367549,0.3592876670488371,0.3018291831802482,0.24437069931165922
10.6375,0.29011548680610016,0.30331973136185797,0.2548118267220055,0.20630392208215306
10.775,0.23474699033218174,0.24585300998675377,0.20653537538938316,0.1672177407920126
10.9125,0.1807904040210685,0.19008729344364145,0.15968789851403317,0.1292885035844249
11.05,0.1320856097104057,0.13737055402183582,0.11540179615403544,0.09343303828623507
11.1875,0.091314048851367,0.09275715234115763,0.07792311869544888,0.06308908504974012
11.325,0.05962286713352333,0.058222459563891396,0.048911329345812694,0.039600199127734
11.4625,0.03672111988359707,0.035836286327208894,0.03010522771126654,0.024374169095324184
11.6,0.02131446842991222,0.02087554552820611,0.017537058555266452,0.014198571582326791
11.7375,0.011653669521658387,0.010942450602188488,0.00919249735004077,0.007442544097893052
11.875,0.006000115044934054,0.006065737331017044,0.0050956843552271295,0.0041256313794372146
12.0125,0.0029088017969604676,0.0030926533630660324,0.002598065906634602,0.0021034784502031723
12.15,0.001327751269692516,0.0013475128775605305,0.0011320141169879798,0.0009165153564154291
