design,resolution,depth,case,lambda,parent_n,observed_n,train_n,validation_n,region_D,parent_membership,membership_status,iterations,score,stopped,tail_feasible,invisible_initial,invisible_final,true_invisible,observed_law_TV,reference_RMSE,selected_oracle_RMSE,min_raw_ell_gain,Shat_0,Strue_0,Shat_1,Strue_1,Shat_2,Strue_2
coarse_d2,coarse,2,lambda0_N1600_r010,-3/4,1600,1110,579,531,490,True,included,40,7.114578738355294e-09,True,True,0.1111111111111111,0.11111111111111116,0.203125,0.04771714144641943,0.06820569527874071,0.1951179707273271,0.0,0.49206402942788036,0.5361328125,0.37623064947892115,0.435791015625,0.11111111111111116,0.203125
coarse_d2,coarse,2,lambda0_N1600_r011,-3/4,1600,1133,562,571,467,True,included,44,7.393135831886087e-09,True,True,0.1111111111111111,0.1111111111111113,0.203125,0.01807453523918057,0.07631142573538803,0.20192359615282046,0.0,0.47350444830779526,0.5361328125,0.36450684246254594,0.435791015625,0.1111111111111113,0.203125
coarse_d2,coarse,2,lambda0_N1600_r012,-3/4,1600,1135,555,580,465,True,included,40,8.38393100416457e-09,True,True,0.1111111111111111,0.11111111111111141,0.203125,0.022502030514495994,0.07636135619383645,0.20343313962413037,0.0,0.4721027939594007,0.5361328125,0.36560005369599047,0.435791015625,0.11111111111111141,0.203125
coarse_d2,coarse,2,lambda0_N1600_r013,-3/4,1600,1133,596,537,467,True,included,52,9.276657717565276e-09,True,True,0.1111111111111111,0.11111111111111109,0.203125,0.021284965727523163,0.06493746003976818,0.19907727614328297,0.0,0.49499839902517684,0.5361328125,0.3858708250316643,0.435791015625,0.11111111111111109,0.203125
coarse_d2,coarse,2,lambda0_N1600_r014,-3/4,1600,1152,565,587,448,True,included,41,7.221784947830656e-09,True,True,0.1111111111111111,0.11111111111111108,0.203125,0.019241188188087493,0.07018399549616663,0.19785285563009136,0.0,0.4825550935484688,0.5361328125,0.3771373545720721,0.435791015625,0.11111111111111108,0.203125
coarse_d2,coarse,2,lambda0_N1600_r015,-3/4,1600,1138,544,594,462,True,included,39,9.850831720733273e-09,True,True,0.1111111111111111,0.1111111111111111,0.203125,0.016802411277809706,0.07050726681519963,0.19991012327709676,-2.2737367544323206e-13,0.4854884853550167,0.5361328125,0.3734819440477058,0.435791015625,0.1111111111111111,0.203125
coarse_d2,coarse,2,lambda0_N1600_r016,-3/4,1600,1133,577,556,467,True,included,41,7.271618148454435e-09,True,True,0.1111111111111111,0.1111111111111111,0.203125,0.03017817058497098,0.08029276295904444,0.20724596453861963,0.0,0.46897596636590705,0.5361328125,0.35601516953323564,0.435791015625,0.1111111111111111,0.203125
coarse_d2,coarse,2,lambda0_N1600_r017,-3/4,1600,1155,547,608,445,True,included,42,7.71152624162166e-09,True,True,0.1111111111111111,0.11111111111111101,0.203125,0.03812912960737132,0.0716709062333847,0.19270600420639253,-2.2737367544323206e-13,0.488304177048904,0.5361328125,0.3675559639039584,0.435791015625,0.11111111111111101,0.203125
coarse_d2,coarse,2,lambda0_N1600_r018,-3/4,1600,1141,580,561,459,True,included,41,9.952211834074377e-09,True,True,0.1111111111111111,0.1111111111111111,0.203125,0.028625239004018734,0.08244722937421285,0.21003962575236362,0.0,0.4595650404122093,0.5361328125,0.35792281015249955,0.435791015625,0.1111111111111111,0.203125
coarse_d2,coarse,2,lambda0_N1600_r019,-3/4,1600,1121,557,564,479,True,included,42,9.390572246456576e-09,True,True,0.1111111111111111,0.11111111111111127,0.203125,0.01769002463730516,0.07095037556675696,0.1968012168114671,-2.2737367544323206e-13,0.4873930169997518,0.5361328125,0.3705243015562742,0.435791015625,0.11111111111111127,0.203125
coarse_d2,coarse,2,lambda0_N400_r000,-3/4,400,286,146,140,114,True,included,53,9.079285662067065e-09,True,True,0.1111111111111111,0.11111111111111108,0.203125,0.04926486233098725,0.06453254797044225,0.19497378282485606,0.0,0.48385946583425454,0.5361328125,0.39981476342193845,0.435791015625,0.11111111111111108,0.203125
coarse_d2,coarse,2,lambda0_N400_r001,-3/4,400,263,127,136,137,True,included,37,7.09777078682859e-09,True,True,0.1111111111111111,0.11111111111111127,0.203125,0.07163568087972766,0.09239076403450841,0.21358751322692143,0.0,0.43469479600715055,0.5361328125,0.3530146125974446,0.435791015625,0.11111111111111127,0.203125
coarse_d2,coarse,2,lambda0_N400_r002,-3/4,400,287,140,147,113,True,included,45,7.893176924301197e-09,True,True,0.1111111111111111,0.11111111111111131,0.203125,0.07359707510516064,0.0996772638856641,0.22021124919830265,0.0,0.4337331896301257,0.5361328125,0.3316064088212705,0.435791015625,0.11111111111111131,0.203125
coarse_d2,coarse,2,lambda0_N400_r003,-3/4,400,283,143,140,117,True,included,42,7.046420675061286e-09,True,True,0.1111111111111111,0.1111111111111109,0.203125,0.06259716419231387,0.09221658557483056,0.21160999785454598,-5.684341886080802e-14,0.4481468900757528,0.5361328125,0.33933575308356234,0.435791015625,0.1111111111111109,0.203125
