case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.90_N4000_r017,0.9,shallow,4000,17,2836,1656,595,585,1164,1367,1469,True,-653.9099374294564,656.9056697030104,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.15546073046579656,0.005169810853718385,0.026625547106278926,0.0747170921143804,0.14253695659655094,0.24532588993020876,0.8242490098148232,0.006344645000012861,42,7.127573136683984e-08,score_tolerance_reached_not_global_certificate,True,1.3322676295501878e-15,2.7755575615628914e-17
rho0.90_N4000_r017,0.9,shallow,4000,17,2836,1656,595,585,1164,1367,1469,True,-653.9099374294564,656.9056697030104,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.18007194372796304,0.019378058439273864,0.07640429635788737,0.09055628902477744,0.0,0.24532588993020876,0.9028569651691556,0.006509125999969001,43,9.746853901759778e-08,score_tolerance_reached_not_global_certificate,,3.1086244689504383e-15,0.1425369565965509
rho0.90_N4000_r017,0.9,shallow,4000,17,2836,1656,595,585,1164,1367,1469,True,-653.9099374294564,656.9056697030104,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.48487021569867256,0.13757509993897188,0.19152514928366163,0.30263432287382364,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r017,0.9,deep,4000,17,3126,2053,542,531,874,1508,1618,True,-746.1741195387126,749.1698518122666,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1944124750868133,0.0034394918613738306,0.003634406337233338,0.08108971569553955,0.033279071736023486,0.04394840071310855,0.9470961472069291,0.006117980999988504,42,7.198932315866443e-08,score_tolerance_reached_not_global_certificate,True,2.1786825676883836e-09,0.0
rho0.90_N4000_r017,0.9,deep,4000,17,3126,2053,542,531,874,1508,1618,True,-746.1741195387126,749.1698518122666,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3451237287925271,0.044908015183954424,0.05299069128051767,0.1188660491941317,0.0,0.04394840071310855,0.9777395571355668,0.004864085999997769,43,9.746853901759778e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.033279071736023486
rho0.90_N4000_r017,0.9,deep,4000,17,3126,2053,542,531,874,1508,1618,True,-746.1741195387126,749.1698518122666,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5002276294706853,0.11468290246519451,0.12220431861490856,0.2632341366208029,0.0,0.04394840071310855,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r018,0.9,shallow,4000,18,2805,1638,609,558,1195,1376,1429,True,-603.8822400533866,606.8779723269406,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.14473244301005442,0.004248890785365813,0.023286426602662003,0.07013459749025344,0.1425369565965509,0.24532588993020876,0.8191344120046801,0.006243356000027234,43,8.290940553408304e-08,score_tolerance_reached_not_global_certificate,True,3.2862601528904634e-14,2.7755575615628914e-17
rho0.90_N4000_r018,0.9,shallow,4000,18,2805,1638,609,558,1195,1376,1429,True,-603.8822400533866,606.8779723269406,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.16813434920969056,0.015673089494431497,0.07253360030499002,0.08315177729676394,0.0,0.24532588993020876,0.8977064303074945,0.004767394000054992,39,8.967763487355285e-08,score_tolerance_reached_not_global_certificate,,2.438049762076844e-13,0.1425369565965509
rho0.90_N4000_r018,0.9,shallow,4000,18,2805,1638,609,558,1195,1376,1429,True,-603.8822400533866,606.8779723269406,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.46220515017376185,0.1308354037790864,0.18491468876834166,0.2878376658944076,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r018,0.9,deep,4000,18,3076,2033,549,494,924,1520,1556,True,-687.675793090969,690.6715253645231,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1906474008443556,0.003921382559189982,0.0031061270346101253,0.07756722994025986,0.033279071736023486,0.04394840071310855,0.9523963882947848,0.01507742799992684,64,8.735358225869859e-08,score_tolerance_reached_not_global_certificate,True,2.970246271161159e-11,0.0
rho0.90_N4000_r018,0.9,deep,4000,18,3076,2033,549,494,924,1520,1556,True,-687.675793090969,690.6715253645231,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.34114822514838344,0.04257271118213319,0.05064813503265111,0.11401018469111215,0.0,0.04394840071310855,0.9793467886224563,0.008567466000044988,63,8.682358965117487e-08,score_tolerance_reached_not_global_certificate,,3.5916158935833664e-11,0.033279071736023486
rho0.90_N4000_r018,0.9,deep,4000,18,3076,2033,549,494,924,1520,1556,True,-687.675793090969,690.6715253645231,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4761019752489336,0.10893601870317823,0.11647324300460364,0.24697457141196805,0.0,0.04394840071310855,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r019,0.9,shallow,4000,19,2874,1636,609,629,1126,1435,1439,True,-599.4199222847707,602.4156545583247,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.15673597843524362,0.004323709228799192,0.02370247203815344,0.07651782856400835,0.1425369565965509,0.24532588993020876,0.8287061880246106,0.005414054999960172,42,7.938772384452804e-08,score_tolerance_reached_not_global_certificate,True,1.6431300764452317e-14,2.7755575615628914e-17
