case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.55_N4000_r009,0.55,deep,4000,9,3230,1926,650,654,770,1643,1587,True,-612.97194168992,615.967673963474,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4827935374651157,0.10457050649225502,0.10748675840476299,0.2600079383953463,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r010,0.55,shallow,4000,10,2991,1471,742,778,1009,1504,1487,True,-555.6436237017523,558.6393559753063,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.17829011311355408,0.004512729956969476,0.0040288545663863555,0.08493759528857553,0.1425369565965509,0.1712581898853389,0.6749679943892481,0.006319911999980832,45,8.12994951235505e-08,score_tolerance_reached_not_global_certificate,True,3.907985046680551e-14,2.7755575615628914e-17
rho0.55_N4000_r010,0.55,shallow,4000,10,2991,1471,742,778,1009,1504,1487,True,-555.6436237017523,558.6393559753063,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.22237314306291217,0.018776249073725992,0.0484089809028075,0.11033329460587403,0.0,0.1712581898853389,0.7790186222779022,0.005864541999926587,50,8.537032902822261e-08,score_tolerance_reached_not_global_certificate,,3.552713678800501e-15,0.1425369565965509
rho0.55_N4000_r010,0.55,shallow,4000,10,2991,1471,742,778,1009,1504,1487,True,-555.6436237017523,558.6393559753063,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.48505881500696696,0.1391448555059395,0.16878558454289885,0.33885187969748665,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r010,0.55,deep,4000,10,3188,1910,620,658,812,1601,1587,True,-611.2354653160917,614.2311975896457,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.25003100823437896,0.0037261898986022278,0.00500387823282191,0.09890662562200536,0.033279071736023486,0.020462128659449963,0.9098205188498334,0.007987146000004941,51,8.938634904942873e-08,score_tolerance_reached_not_global_certificate,True,3.5626612771011423e-11,0.0
rho0.55_N4000_r010,0.55,deep,4000,10,3188,1910,620,658,812,1601,1587,True,-611.2354653160917,614.2311975896457,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.39925795419485516,0.03340804193464465,0.03643190583583847,0.13495853042529926,0.0,0.020462128659449963,0.9541514868465166,0.005161255999951209,50,9.612590767815732e-08,score_tolerance_reached_not_global_certificate,,4.8624215764903056e-11,0.033279071736023486
rho0.55_N4000_r010,0.55,deep,4000,10,3188,1910,620,658,812,1601,1587,True,-611.2354653160917,614.2311975896457,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.48460932962778275,0.09416203782669716,0.097116073922707,0.2506269554856455,0.0,0.020462128659449963,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r011,0.55,shallow,4000,11,3001,1463,797,741,999,1504,1497,True,-547.7105625468917,550.7062948204457,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.14767101139313113,0.003695884504718714,0.006248817993901054,0.07697399961013604,0.14253695659655094,0.1712581898853389,0.6660780471185058,0.0058993029999783175,42,7.653838843057182e-08,score_tolerance_reached_not_global_certificate,True,0.0,2.7755575615628914e-17
rho0.55_N4000_r011,0.55,shallow,4000,11,3001,1463,797,741,999,1504,1497,True,-547.7105625468917,550.7062948204457,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.18306746691804696,0.02224668656059925,0.05228856575613533,0.09957318993315784,0.0,0.1712581898853389,0.7714970296940684,0.004520522999996501,42,7.796901457801653e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.1425369565965509
rho0.55_N4000_r011,0.55,shallow,4000,11,3001,1463,797,741,999,1504,1497,True,-547.7105625468917,550.7062948204457,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.46721331068694605,0.14891930885365062,0.1784156198956087,0.33473798382662645,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r011,0.55,deep,4000,11,3230,1916,688,626,770,1622,1608,True,-615.3409618811613,618.3366941547154,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.23112832875684655,0.004561141600848603,0.005985608729715041,0.09271666715742857,0.033279071736023486,0.020462128659449963,0.8964260536821033,0.016263346999949135,116,9.724061904423193e-08,score_tolerance_reached_not_global_certificate,True,2.8836488752403966e-11,0.0
rho0.55_N4000_r011,0.55,deep,4000,11,3230,1916,688,626,770,1622,1608,True,-615.3409618811613,618.3366941547154,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3555292454322497,0.03516681269473398,0.0382136481036338,0.1247094864815357,0.0,0.020462128659449963,0.9470000985131145,0.011934816000007231,114,9.71536942007134e-08,score_tolerance_reached_not_global_certificate,,3.697220307685711e-11,0.033279071736023486
rho0.55_N4000_r011,0.55,deep,4000,11,3230,1916,688,626,770,1622,1608,True,-615.3409618811613,618.3366941547154,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.46300383031594666,0.09967139166985041,0.1026036824758419,0.246020164068337,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r012,0.55,shallow,4000,12,2993,1469,780,744,1007,1491,1502,True,-552.2433337167861,555.2390659903401,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1747892122591054,0.005606702784118771,0.008477881722820813,0.0890531548189121,0.1425369565965509,0.1712581898853389,0.6695292014566434,0.005976326999984849,45,9.028368207135256e-08,score_tolerance_reached_not_global_certificate,True,0.0,2.7755575615628914e-17
rho0.55_N4000_r012,0.55,shallow,4000,12,2993,1469,780,744,1007,1491,1502,True,-552.2433337167861,555.2390659903401,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20696440014662637,0.024548851715726183,0.05453198131484425,0.11799269910323876,0.0,0.1712581898853389,0.7732839272535842,0.005051754999954028,50,8.940158013892585e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.1425369565965509
rho0.55_N4000_r012,0.55,shallow,4000,12,2993,1469,780,744,1007,1491,1502,True,-552.2433337167861,555.2390659903401,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4951076861963172,0.14738347498722199,0.1769824533161912,0.3459081122385325,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r012,0.55,deep,4000,12,3201,1923,661,617,799,1585,1616,True,-617.2604337628795,620.2561660364336,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2591267470328802,0.004144082559192664,0.004435069161192391,0.10462866992784334,0.033279071736023486,0.020462128659449963,0.9087591984888597,0.009566519999907541,63,9.518678056336967e-08,score_tolerance_reached_not_global_certificate,True,6.224709636626358e-11,0.0
rho0.55_N4000_r012,0.55,deep,4000,12,3201,1923,661,617,799,1585,1616,True,-617.2604337628795,620.2561660364336,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3896954271789701,0.03845470039607944,0.0414977513776356,0.14179281687491105,0.0,0.020462128659449963,0.9543614922963639,0.007815543999981855,62,9.51854535191643e-08,score_tolerance_reached_not_global_certificate,,7.921396871779507e-11,0.033279071736023486
rho0.55_N4000_r012,0.55,deep,4000,12,3201,1923,661,617,799,1585,1616,True,-617.2604337628795,620.2561660364336,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4886133966924081,0.098540908001462,0.10148852962937421,0.25643825419840466,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r013,0.55,shallow,4000,13,3024,1479,769,776,976,1519,1505,True,-517.5159960520593,520.5117283256134,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.17279326708222636,0.004309403492417839,0.004573281679261097,0.08765519887830416,0.1425369565965509,0.1712581898853389,0.6604326951933747,0.0059896049999679235,43,9.31785998858609e-08,score_tolerance_reached_not_global_certificate,True,2.220446049250313e-14,0.0
rho0.55_N4000_r013,0.55,shallow,4000,13,3024,1479,769,776,976,1519,1505,True,-517.5159960520593,520.5117283256134,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20977628593559886,0.021182384998658214,0.05100261467264188,0.10800611307875824,0.0,0.1712581898853389,0.7717687110462224,0.005550499999912972,47,7.613076835610855e-08,score_tolerance_reached_not_global_certificate,,2.6645352591003757e-15,0.1425369565965509
rho0.55_N4000_r013,0.55,shallow,4000,13,3024,1479,769,776,976,1519,1505,True,-517.5159960520593,520.5117283256134,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.48923970602816025,0.14389743034719776,0.17353006319020264,0.34273982006808024,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r013,0.55,deep,4000,13,3232,1929,640,663,768,1627,1605,True,-582.2704285068296,585.2661607803836,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.27615604850108566,0.004375481012191139,0.005741910073447869,0.10538452862967346,0.033279071736023486,0.020462128659449963,0.8963483388932447,0.00890577799998482,56,8.61455610915847e-08,score_tolerance_reached_not_global_certificate,True,8.411404905928066e-11,0.0
rho0.55_N4000_r013,0.55,deep,4000,13,3232,1929,640,663,768,1627,1605,True,-582.2704285068296,585.2661607803836,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3703003761747918,0.035307768319265645,0.038341129885789284,0.13168612500494195,0.0,0.020462128659449963,0.9428201511145364,0.007132477000027393,55,8.8825338639964e-08,score_tolerance_reached_not_global_certificate,,1.1077982975393752e-10,0.033279071736023486
rho0.55_N4000_r013,0.55,deep,4000,13,3232,1929,640,663,768,1627,1605,True,-582.2704285068296,585.2661607803836,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4903900262011134,0.09674172349871596,0.09969460213233293,0.2555767018573042,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r014,0.55,shallow,4000,14,3026,1486,789,751,974,1514,1512,True,-534.4184238246905,537.4141560982446,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.15058577628802716,0.004035789814217265,0.005825814230738141,0.079218239108505,0.1425369565965509,0.1712581898853389,0.6798199004923644,0.006660442999987026,52,8.653059368895401e-08,score_tolerance_reached_not_global_certificate,True,1.0480505352461478e-13,2.7755575615628914e-17
rho0.55_N4000_r014,0.55,shallow,4000,14,3026,1486,789,751,974,1514,1512,True,-534.4184238246905,537.4141560982446,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20507335481293623,0.020172646016130287,0.04989701008001717,0.10928563494745674,0.0,0.1712581898853389,0.7784592114932455,0.005147955999973419,47,8.079281066386557e-08,score_tolerance_reached_not_global_certificate,,7.913669719528116e-13,0.1425369565965509
rho0.55_N4000_r014,0.55,shallow,4000,14,3026,1486,789,751,974,1514,1512,True,-534.4184238246905,537.4141560982446,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4673682415320802,0.14018634369005037,0.1698373292026034,0.3333082473347141,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r014,0.55,deep,4000,14,3232,1919,672,641,768,1617,1615,True,-606.8778898725732,609.8736221461272,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.22706871897918351,0.0036444423277757214,0.0046150777188140365,0.09321509246112378,0.033279071736023486,0.020462128659449963,0.9052496996219483,0.013882102000025043,88,8.876607098207585e-08,score_tolerance_reached_not_global_certificate,True,7.975842208907125e-11,0.0
rho0.55_N4000_r014,0.55,deep,4000,14,3232,1919,672,641,768,1617,1615,True,-606.8778898725732,609.8736221461272,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.39828436823352054,0.03441208364821331,0.037439848859367415,0.13565060043263744,0.0,0.020462128659449963,0.9513721318389405,0.01122285799999645,86,9.81459498117232e-08,score_tolerance_reached_not_global_certificate,,1.1076295436396322e-10,0.033279071736023486
rho0.55_N4000_r014,0.55,deep,4000,14,3232,1919,672,641,768,1617,1615,True,-606.8778898725732,609.8736221461272,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4774002018555308,0.09626308642789135,0.09922101872596784,0.2496857290611581,0.0,0.020462128659449963,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r015,0.55,shallow,4000,15,3032,1458,794,780,968,1547,1485,True,-519.7733070537133,522.7690393272674,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.15928626341630858,0.004855262424237667,0.008171382222332638,0.07798045432696642,0.14253695659655094,0.1712581898853389,0.6782149009753466,0.005814267999994627,41,9.332331449160971e-08,score_tolerance_reached_not_global_certificate,True,1.0391687510491465e-13,2.7755575615628914e-17
rho0.55_N4000_r015,0.55,shallow,4000,15,3032,1458,794,780,968,1547,1485,True,-519.7733070537133,522.7690393272674,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20369402282503254,0.023308210258441583,0.053223115417834546,0.10901057781099374,0.0,0.1712581898853389,0.778816163356823,0.005220613999995294,47,9.225566310888667e-08,score_tolerance_reached_not_global_certificate,,4.440892098500626e-15,0.1425369565965509
rho0.55_N4000_r015,0.55,shallow,4000,15,3032,1458,794,780,968,1547,1485,True,-519.7733070537133,522.7690393272674,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4808477488923729,0.15008492238000895,0.17962576748935036,0.34150502685944484,0.0,0.1712581898853389,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r015,0.55,deep,4000,15,3265,1923,685,657,735,1673,1592,True,-573.2539266011416,576.2496588746957,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2608051647892773,0.003535267701634427,0.004424146621972822,0.09944677522254608,0.033279071736023486,0.020462128659449963,0.9066596610291625,0.014447714999960226,102,8.8073723141181e-08,score_tolerance_reached_not_global_certificate,True,3.030020678806977e-11,0.0
rho0.55_N4000_r015,0.55,deep,4000,15,3265,1923,685,657,735,1673,1592,True,-573.2539266011416,576.2496588746957,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3751397075279084,0.03597832760283366,0.039014935778681585,0.13175616429756803,0.0,0.020462128659449963,0.94791413673008,0.010489569000014853,100,9.262482625338464e-08,score_tolerance_reached_not_global_certificate,,4.042899348633e-11,0.033279071736023486
rho0.55_N4000_r015,0.55,deep,4000,15,3265,1923,685,657,735,1673,1592,True,-573.2539266011416,576.2496588746957,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4864055955141464,0.09881219257354425,0.10174895119728068,0.25529432156487775,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r016,0.55,shallow,4000,16,3004,1477,763,764,996,1488,1516,True,-550.543476638139,553.5392089116931,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.16551425435581493,0.005092255168720874,0.006546618681617486,0.09065884427111653,0.14253695659655094,0.1712581898853389,0.6798348658182284,0.005325116999983948,39,7.513932655365473e-08,score_tolerance_reached_not_global_certificate,True,1.7763568394002505e-15,2.7755575615628914e-17
rho0.55_N4000_r016,0.55,shallow,4000,16,3004,1477,763,764,996,1488,1516,True,-550.543476638139,553.5392089116931,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.21134117623914445,0.021462654531126623,0.050976252814230516,0.11595080619313611,0.0,0.1712581898853389,0.7812484306678213,0.004316141999993306,41,8.22273691358788e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.1425369565965509
rho0.55_N4000_r016,0.55,shallow,4000,16,3004,1477,763,764,996,1488,1516,True,-550.543476638139,553.5392089116931,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4592420060730387,0.13952831298634072,0.16919262362104437,0.32812381772611143,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r016,0.55,deep,4000,16,3223,1920,662,641,777,1602,1621,True,-634.3400049639365,637.3357372374905,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2441825886992453,0.004719680857933596,0.005672021602058063,0.10401253678866071,0.033279071736023486,0.020462128659449963,0.9025347930401852,0.009600830999943355,65,9.522458007609026e-08,score_tolerance_reached_not_global_certificate,True,3.54596352281078e-11,6.938893903907228e-18
rho0.55_N4000_r016,0.55,deep,4000,16,3223,1920,662,641,777,1602,1621,True,-634.3400049639365,637.3357372374905,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3869383444514365,0.03465478080505042,0.03766439388191437,0.1400981976950793,0.0,0.020462128659449963,0.948635571210337,0.0079866949999996,64,9.460496652735628e-08,score_tolerance_reached_not_global_certificate,,4.4498627005395974e-11,0.033279071736023486
rho0.55_N4000_r016,0.55,deep,4000,16,3223,1920,662,641,777,1602,1621,True,-634.3400049639365,637.3357372374905,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4649630970684541,0.09416773291014706,0.097125122127696,0.24326714942571975,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r017,0.55,shallow,4000,17,3006,1501,783,722,994,1519,1487,True,-537.2859370726943,540.2816693462483,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1574923433758664,0.0038924207015583814,0.005292504281392903,0.08801749072415432,0.1425369565965509,0.1712581898853389,0.6786993887645296,0.005770191999999952,39,7.656117186579178e-08,score_tolerance_reached_not_global_certificate,True,2.0590640303908003e-11,0.0
rho0.55_N4000_r017,0.55,shallow,4000,17,3006,1501,783,722,994,1519,1487,True,-537.2859370726943,540.2816693462483,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.2041772692912112,0.019715309166622848,0.049439580973174135,0.11320010407354628,0.0,0.1712581898853389,0.7761758340940598,0.004772003999960361,41,9.835740200081489e-08,score_tolerance_reached_not_global_certificate,,9.116263299802085e-12,0.1425369565965509
rho0.55_N4000_r017,0.55,shallow,4000,17,3006,1501,783,722,994,1519,1487,True,-537.2859370726943,540.2816693462483,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.457056977836189,0.13620425858521046,0.16591069263907451,0.33367738004010916,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r017,0.55,deep,4000,17,3224,1952,650,622,776,1630,1594,True,-589.2517481074298,592.2474803809838,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2385781865614334,0.003811590387040787,0.005030927706243033,0.10147769861843836,0.033279071736023486,0.020462128659449963,0.8981572062519946,0.006775761999961105,45,9.099785746760741e-08,score_tolerance_reached_not_global_certificate,True,9.939515877022131e-11,0.0
rho0.55_N4000_r017,0.55,deep,4000,17,3224,1952,650,622,776,1630,1594,True,-589.2517481074298,592.2474803809838,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.37818019396076025,0.033229068421273544,0.03625554094470029,0.13735948530175007,0.0,0.020462128659449963,0.9444932145600948,0.005064503999960834,45,7.261635848188064e-08,score_tolerance_reached_not_global_certificate,,7.996092676876287e-11,0.033279071736023486
rho0.55_N4000_r017,0.55,deep,4000,17,3224,1952,650,622,776,1630,1594,True,-589.2517481074298,592.2474803809838,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.459764540737561,0.09149102705395422,0.09445360812692837,0.24845795732978576,0.0,0.020462128659449963,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r018,0.55,shallow,4000,18,3061,1524,820,717,939,1565,1496,True,-495.99397551587134,498.9897077894253,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.15355466524859981,0.007015757436944177,0.010847860559145469,0.08541441326107604,0.1425369565965509,0.1712581898853389,0.6904783921170348,0.0061750190000111616,39,8.774007076686352e-08,score_tolerance_reached_not_global_certificate,True,1.9947599128045113e-11,0.0
rho0.55_N4000_r018,0.55,shallow,4000,18,3061,1524,820,717,939,1565,1496,True,-495.99397551587134,498.9897077894253,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20946943982171767,0.025896634077488982,0.05609697548686144,0.1152876188384396,0.0,0.1712581898853389,0.7857971054907836,0.004972718999965764,42,9.863135796983613e-08,score_tolerance_reached_not_global_certificate,,5.9108273831043334e-12,0.1425369565965509
rho0.55_N4000_r018,0.55,shallow,4000,18,3061,1524,820,717,939,1565,1496,True,-495.99397551587134,498.9897077894253,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.46824219203323697,0.14966626925437593,0.17918128105634729,0.3369124154072317,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r018,0.55,deep,4000,18,3268,1941,697,630,732,1667,1601,True,-555.0791071743124,558.0748394478665,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.23130392930237118,0.0049483047463986475,0.003279027449947423,0.09688230600357611,0.033279071736023486,0.020462128659449963,0.9035847105362161,0.009457049000047846,68,8.342905079581073e-08,score_tolerance_reached_not_global_certificate,True,3.7767122762488725e-11,0.0
rho0.55_N4000_r018,0.55,deep,4000,18,3268,1941,697,630,732,1667,1601,True,-555.0791071743124,558.0748394478665,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.40825467304367885,0.040197382513705616,0.043256375579756375,0.1403958491476151,0.0,0.020462128659449963,0.950189817846798,0.007795254000029672,67,8.312351185146838e-08,score_tolerance_reached_not_global_certificate,,4.75193218107961e-11,0.033279071736023486
rho0.55_N4000_r018,0.55,deep,4000,18,3268,1941,697,630,732,1667,1601,True,-555.0791071743124,558.0748394478665,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.49295273471086803,0.10712141634491114,0.11006728075512463,0.25827528231580454,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r019,0.55,shallow,4000,19,3073,1567,754,752,927,1553,1520,True,-523.1141197878139,526.109852061368,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.17226597840478217,0.00674377368846007,0.010605993089137311,0.08750507138567529,0.1425369565965509,0.1712581898853389,0.6871570259781918,0.006972882000013669,38,6.886851467393749e-08,score_tolerance_reached_not_global_certificate,True,5.329070518200751e-15,2.7755575615628914e-17
rho0.55_N4000_r019,0.55,shallow,4000,19,3073,1567,754,752,927,1553,1520,True,-523.1141197878139,526.109852061368,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.20722699319255392,0.026478401748967748,0.0566975694713466,0.11523121223219823,0.0,0.1712581898853389,0.7847647753603465,0.005933964000064407,40,8.013584662514006e-08,score_tolerance_reached_not_global_certificate,,2.6645352591003757e-15,0.1425369565965509
rho0.55_N4000_r019,0.55,shallow,4000,19,3073,1567,754,752,927,1553,1520,True,-523.1141197878139,526.109852061368,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4792351312138719,0.14530557216771167,0.1748908567348288,0.33951663604995597,0.0,0.1712581898853389,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N4000_r019,0.55,deep,4000,19,3258,1995,638,625,742,1641,1617,True,-600.6765912160105,603.6723234895645,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2492275185826065,0.007599628524310159,0.0055682526540085,0.1012722508633509,0.033279071736023486,0.020462128659449963,0.9110036900644203,0.007778379000001223,45,8.214263087009184e-08,score_tolerance_reached_not_global_certificate,True,2.9399949141861725e-10,0.0
rho0.55_N4000_r019,0.55,deep,4000,19,3258,1995,638,625,742,1641,1617,True,-600.6765912160105,603.6723234895645,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.40351628868081135,0.04208803324358209,0.045149037389557355,0.14109454186630158,0.0,0.020462128659449963,0.9550707951813805,0.005524640999965413,44,9.312765825164604e-08,score_tolerance_reached_not_global_certificate,,4.1469316869324757e-10,0.033279071736023486
rho0.55_N4000_r019,0.55,deep,4000,19,3258,1995,638,625,742,1641,1617,True,-600.6765912160105,603.6723234895645,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5050743441262762,0.10376303789202432,0.10671778638902663,0.25988517154211577,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r000,0.55,shallow,16000,0,12066,5950,3094,3022,3934,6046,6020,True,-631.911075158153,634.9068074317071,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.0810030451648497,0.002997815384579713,0.006939178555890822,0.04512109627763032,0.1425369565965509,0.1712581898853389,0.671929754350551,0.004912710999974479,37,8.268324122432271e-08,score_tolerance_reached_not_global_certificate,True,1.7763568394002505e-15,0.0
rho0.55_N16000_r000,0.55,shallow,16000,0,12066,5950,3094,3022,3934,6046,6020,True,-631.911075158153,634.9068074317071,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.13360499352911645,0.02255789286134336,0.05275703384922046,0.07801341195083736,0.0,0.1712581898853389,0.7733831577215755,0.005452355000102216,43,8.932836359498708e-08,score_tolerance_reached_not_global_certificate,,0.0,0.1425369565965509
rho0.55_N16000_r000,0.55,shallow,16000,0,12066,5950,3094,3022,3934,6046,6020,True,-631.911075158153,634.9068074317071,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.45672420268881375,0.1468683917683853,0.17645880287650065,0.3274394011144387,0.0,0.1712581898853389,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N16000_r000,0.55,deep,16000,0,12884,7738,2610,2536,3116,6460,6424,True,-717.1115342733383,720.1072665468923,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.126070548680811,0.002431762028253376,0.002079784181788072,0.05318013923863753,0.033279071736023486,0.020462128659449963,0.9074944642375296,0.007749457000045368,43,7.197319415550247e-08,score_tolerance_reached_not_global_certificate,True,1.1018741474799754e-11,0.0
rho0.55_N16000_r000,0.55,deep,16000,0,12884,7738,2610,2536,3116,6460,6424,True,-717.1115342733383,720.1072665468923,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.31556474369068394,0.037036702188476274,0.04009630228650176,0.10387199780820977,0.0,0.020462128659449963,0.9524509427851022,0.007096855000099822,43,8.932836359498708e-08,score_tolerance_reached_not_global_certificate,,1.1019629653219454e-11,0.033279071736023486
rho0.55_N16000_r000,0.55,deep,16000,0,12884,7738,2610,2536,3116,6460,6424,True,-717.1115342733383,720.1072665468923,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.44371970617365064,0.09974460581411661,0.10269315628746273,0.23465689498488806,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
