A,B,C,D,EM_global_optimality,EM_invisible_mass,EM_iterations,EM_positive_score,EM_stop_tolerance_met,EM_tail_class_final,Shat_0,Shat_1,Shat_2,Strue_0,Strue_1,Strue_2,case,coverage_decision,full_parent_empirical_RMSE,lambda,max_mass_sum_error,observed_law_TV,parent_n,raw_min_ell_increment,reference_survival_RMSE,rep,selected_oracle_RMSE,status,train_n,true_in_confidence_set,true_invisible_mass,validation_n
313,408,358,521,not_certified,0.11111111111111092,35,8.907664441915731e-09,True,True,0.44964552124504614,0.33921500811112815,0.11111111111111092,0.5625,0.46875,0.25,lambda1_N1600_r012,included,0.018178799465311254,0,5.551115123125783e-16,0.0459632823211588,1600,0.0,0.12754812288634773,12,0.24976543206019722,computed,523,True,0.25,556
273,430,402,495,not_certified,0.11111111111111142,42,6.914342314990478e-09,True,True,0.4972368505828169,0.36717154093220283,0.11111111111111142,0.5625,0.46875,0.25,lambda1_N1600_r013,included,0.00845484328654292,0,8.881784197001252e-16,0.036470042626422255,1600,0.0,0.10625062427303308,13,0.22412015927680617,computed,561,True,0.25,544
252,427,390,531,not_certified,0.11111111111111102,43,8.210219456171168e-09,True,True,0.49631244184877477,0.38308335147656974,0.11111111111111102,0.5625,0.46875,0.25,lambda1_N1600_r014,included,0.004746160729122734,0,3.3306690738754696e-16,0.05084758190782275,1600,2.2737367544323206e-13,0.10166889229265902,14,0.2287106449386454,computed,536,True,0.25,533
255,387,404,554,not_certified,0.11111111111111083,35,6.653686512742315e-09,True,True,0.4821104129352135,0.37364269004189926,0.11111111111111083,0.5625,0.46875,0.25,lambda1_N1600_r015,included,0.010789172813520062,0,6.661338147750939e-16,0.025858299272362495,1600,-2.2737367544323206e-13,0.10770021598972979,15,0.23274650577898567,computed,531,True,0.25,515
279,376,393,552,not_certified,0.11111111111111116,37,9.804680277169651e-09,True,True,0.4789332650697567,0.36288546536051797,0.11111111111111116,0.5625,0.46875,0.25,lambda1_N1600_r016,included,0.009553849573165086,0,4.440892098500626e-16,0.02397217544585313,1600,-2.2737367544323206e-13,0.11177480684860035,16,0.23069729752710594,computed,511,True,0.25,537
297,413,355,535,not_certified,0.11111111111111098,42,7.80362936043937e-09,True,True,0.49938438982124356,0.37292116380242835,0.11111111111111098,0.5625,0.46875,0.25,lambda1_N1600_r017,included,0.008100925873009847,0,3.3306690738754696e-16,0.0588477726063886,1600,0.0,0.1040142130544474,17,0.2261631543537935,computed,537,True,0.25,528
291,399,397,513,not_certified,0.11111111111111142,40,8.746571535735468e-09,True,True,0.49618361139428124,0.3874729514082421,0.11111111111111142,0.5625,0.46875,0.25,lambda1_N1600_r018,included,0.008955910525085285,0,8.881784197001252e-16,0.03880032402130962,1600,0.0,0.10048871492574296,18,0.22668455257135803,computed,519,True,0.25,568
248,392,400,560,not_certified,0.11111111111111104,43,7.850010884060164e-09,True,True,0.4946961244489255,0.37750581181815873,0.11111111111111104,0.5625,0.46875,0.25,lambda1_N1600_r019,included,0.01778781183844715,0,4.440892098500626e-16,0.034949129071009555,1600,-2.2737367544323206e-13,0.10362269840387126,19,0.23065652295749245,computed,520,True,0.25,520
76,82,84,158,not_certified,0.11111111111111112,29,8.686999064992065e-09,True,True,0.45151779094268035,0.33945331830042696,0.11111111111111112,0.5888671875,0.501708984375,0.296875,lambda2_N400_r000,included,0.030273572433335044,3/4,2.220446049250313e-16,0.07688217274886357,400,0.0,0.1629928222582073,0,0.2757180206367598,computed,125,True,0.296875,117
75,98,72,155,not_certified,0.11111111111111133,37,8.149837013865626e-09,True,True,0.5093560446442092,0.3687168165239343,0.11111111111111133,0.5888671875,0.501708984375,0.296875,lambda2_N400_r001,included,0.03476649594019674,3/4,4.440892098500626e-16,0.06909621495750728,400,0.0,0.13966288097067092,1,0.24047729212790267,computed,104,True,0.296875,141
85,85,85,145,not_certified,0.11111111111111113,29,8.275519710022148e-09,True,True,0.48516049356609725,0.36559201280066617,0.11111111111111113,0.5888671875,0.501708984375,0.296875,lambda2_N400_r002,included,0.007284329310333479,3/4,4.440892098500626e-16,0.045833967540097,400,0.0,0.14582081553787354,2,0.27174858528112766,computed,120,True,0.296875,135
83,81,80,156,not_certified,0.11111111111111098,41,7.2268327861164554e-09,True,True,0.503543270865579,0.386220831029648,0.11111111111111098,0.5888671875,0.501708984375,0.296875,lambda2_N400_r003,included,0.0194525898115491,3/4,4.440892098500626e-16,0.07022138633428768,400,0.0,0.13555553195164538,3,0.2569773377401683,computed,112,True,0.296875,132
90,83,89,138,not_certified,0.11111111111111079,42,8.204631762791141e-09,True,True,0.5219943039157446,0.3816589180380418,0.11111111111111079,0.5888671875,0.501708984375,0.296875,lambda2_N400_r004,included,0.03974653084129544,3/4,8.881784197001252e-16,0.07887209887225737,400,0.0,0.1334069256092114,4,0.2518974539988203,computed,138,True,0.296875,124
76,83,85,156,not_certified,0.11111111111111079,35,8.092649377580468e-09,True,True,0.4591659708906174,0.3626111748164558,0.11111111111111079,0.5888671875,0.501708984375,0.296875,lambda2_N400_r005,included,0.009605750250573015,3/4,7.771561172376096e-16,0.07247501209632233,400,5.684341886080802e-14,0.15349139892196198,5,0.2893297554764471,computed,123,True,0.296875,121
97,85,79,139,not_certified,0.11111111111111116,34,7.111562962183939e-09,True,True,0.49146859395394665,0.3675962862711278,0.11111111111111116,0.5888671875,0.501708984375,0.296875,lambda2_N400_r006,included,0.01873831914935408,3/4,2.220446049250313e-16,0.08073719055567977,400,0.0,0.1437369405460001,6,0.26569423549831656,computed,126,True,0.296875,135
93,91,80,136,not_certified,0.11111111111111097,46,7.155793210503444e-09,True,True,0.43208400557991977,0.3452220748699151,0.11111111111111097,0.5888671875,0.501708984375,0.296875,lambda2_N400_r007,included,0.0436063668464027,3/4,4.440892098500626e-16,0.08875918725611093,400,5.684341886080802e-14,0.16691049636912306,7,0.30476758398644826,computed,126,True,0.296875,138
92,84,87,137,not_certified,0.11111111111111092,44,8.845332868353747e-09,True,True,0.4527330990992372,0.34856048903102166,0.11111111111111092,0.5888671875,0.501708984375,0.296875,lambda2_N400_r008,included,0.0522482953805007,3/4,6.661338147750939e-16,0.0637270858152724,400,0.0,0.15968215728539698,8,0.3009479674722527,computed,127,True,0.296875,136
71,95,78,156,not_certified,0.11111111111111131,39,8.434476810970275e-09,True,True,0.4609337852555674,0.35338524568067187,0.11111111111111131,0.5888671875,0.501708984375,0.296875,lambda2_N400_r009,included,0.024129740906394286,3/4,6.661338147750939e-16,0.059296250156600235,400,0.0,0.15585795807424838,9,0.2947400776274597,computed,115,True,0.296875,129
77,99,83,141,not_certified,0.11111111111111095,37,7.3998610139501384e-09,True,True,0.4955628233976587,0.3739907188135272,0.11111111111111095,0.5888671875,0.501708984375,0.296875,lambda2_N400_r010,included,0.014766022207579013,3/4,4.440892098500626e-16,0.04377912003277621,400,0.0,0.1408614947784959,10,0.26442093358032337,computed,129,True,0.296875,130
85,79,97,139,not_certified,0.11111111111111133,46,7.723343851222855e-09,True,True,0.42667849668849867,0.344468408660514,0.11111111111111133,0.5888671875,0.501708984375,0.296875,lambda2_N400_r011,included,0.04067826950291007,3/4,6.661338147750939e-16,0.06975510947661898,400,-5.684341886080802e-14,0.16885693401347698,11,0.30679315074580155,computed,124,True,0.296875,137
82,89,75,154,not_certified,0.11111111111111106,31,7.714808448807575e-09,True,True,0.4573209807232131,0.33582382843349723,0.11111111111111106,0.5888671875,0.501708984375,0.296875,lambda2_N400_r012,included,0.009017575163796355,3/4,4.440892098500626e-16,0.04890128372537919,400,0.0,0.16261458718313204,12,0.27736232971273916,computed,114,True,0.296875,132
75,90,76,159,not_certified,0.1111111111111111,44,7.109764911430256e-09,True,True,0.49175240420499067,0.3691039195261055,0.1111111111111111,0.5888671875,0.501708984375,0.296875,lambda2_N400_r013,included,0.026179560657308903,3/4,4.440892098500626e-16,0.037075478991782526,400,-1.1368683772161603e-13,0.1432056874721806,13,0.2592645373669405,computed,131,True,0.296875,110
80,74,81,165,not_certified,0.11111111111111087,36,6.566606776067737e-09,True,True,0.48758970323262996,0.37257918844750604,0.11111111111111087,0.5888671875,0.501708984375,0.296875,lambda2_N400_r014,included,0.03725289586564222,3/4,7.771561172376096e-16,0.018727349117705377,400,0.0,0.1431081821920363,14,0.26236157863801834,computed,123,True,0.296875,112
80,70,88,162,not_certified,0.11111111111111106,39,6.67911282210703e-09,True,True,0.4896672353101877,0.37914378743826227,0.11111111111111106,0.5888671875,0.501708984375,0.296875,lambda2_N400_r015,included,0.024676980783408624,3/4,4.440892098500626e-16,0.05997267048076661,400,-5.684341886080802e-14,0.14067821488504162,15,0.26220243961766326,computed,117,True,0.296875,121
76,79,102,143,not_certified,0.11111111111111119,33,7.791285562245024e-09,True,True,0.5002225578852738,0.41124833876890415,0.11111111111111119,0.5888671875,0.501708984375,0.296875,lambda2_N400_r016,included,0.006372619683174506,3/4,4.440892098500626e-16,0.09051062417467412,400,-5.684341886080802e-14,0.1298065498836982,16,0.25316027764444476,computed,124,True,0.296875,133
79,79,105,137,not_certified,0.11111111111111133,42,8.971134270602234e-09,True,True,0.4797078443522137,0.3869864642718804,0.11111111111111133,0.5888671875,0.501708984375,0.296875,lambda2_N400_r017,included,0.038910557765016875,3/4,8.881784197001252e-16,0.08116617692308609,400,-5.684341886080802e-14,0.14093171068569607,17,0.27789132922317467,computed,127,True,0.296875,136
82,81,81,156,not_certified,0.11111111111111088,31,7.264594521567218e-09,True,True,0.4629831231696596,0.3399954883481385,0.11111111111111088,0.5888671875,0.501708984375,0.296875,lambda2_N400_r018,included,0.015330609881368609,3/4,6.661338147750939e-16,0.04276477413841817,400,5.684341886080802e-14,0.1596937432135634,18,0.28291829826166076,computed,120,True,0.296875,124
89,70,92,149,not_certified,0.11111111111111106,40,8.814350237743604e-09,True,True,0.491001141568397,0.3898810426957708,0.11111111111111106,0.5888671875,0.501708984375,0.296875,lambda2_N400_r019,included,0.004142041234067675,3/4,4.440892098500626e-16,0.09114798895112616,400,0.0,0.13734563929690086,19,0.2643725812038582,computed,126,True,0.296875,125
319,350,365,566,not_certified,0.11111111111111105,40,9.036005340056986e-09,True,True,0.4843088370378744,0.36844357813933765,0.11111111111111105,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r000,included,0.01516140145654033,3/4,4.440892098500626e-16,0.025380767750427108,1600,0.0,0.14514399696581815,0,0.2711920153138362,computed,513,True,0.296875,521
348,335,341,576,not_certified,0.1111111111111112,44,8.119317440602458e-09,True,True,0.47239823531620667,0.36078243098645,0.1111111111111112,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r001,included,0.012565645143659883,3/4,2.220446049250313e-16,0.020286991817268975,1600,0.0,0.15048093200124502,1,0.27429736134540234,computed,521,True,0.296875,503
351,312,348,589,not_certified,0.111111111111111,38,9.36271662902704e-09,True,True,0.45874325419883005,0.35968549705571934,0.111111111111111,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r002,included,0.011464140836363055,3/4,6.661338147750939e-16,0.0374354165089626,1600,0.0,0.15450041141608728,2,0.27948874507603094,computed,511,True,0.296875,500
321,337,349,593,not_certified,0.11111111111111142,39,9.46208912039177e-09,True,True,0.47721819210524985,0.36018347337584866,0.11111111111111142,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r003,included,0.0024234561475917544,3/4,8.881784197001252e-16,0.03054223451100537,1600,-4.547473508864641e-13,0.1494469703622338,3,0.26996241185584147,computed,461,True,0.296875,546
286,338,338,638,not_certified,0.11111111111111116,45,7.3871509048406696e-09,True,True,0.49419070392225406,0.3755497017489027,0.11111111111111116,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r004,included,0.02106531482455542,3/4,8.881784197001252e-16,0.03264310181650586,1600,-2.2737367544323206e-13,0.1406982865928629,4,0.2659847147108131,computed,476,True,0.296875,486
320,329,339,612,not_certified,0.11111111111111065,41,7.812280794382326e-09,True,True,0.4813988879255534,0.3682700431817584,0.11111111111111065,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r005,included,0.008661048706669415,3/4,1.2212453270876722e-15,0.01311413256421398,1600,0.0,0.14590363127228878,5,0.2723966665477248,computed,497,True,0.296875,491
326,341,339,594,not_certified,0.11111111111111086,41,7.587641493684522e-09,True,True,0.5036616158166751,0.3886396239230123,0.11111111111111086,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r006,included,0.00745357343069753,3/4,4.440892098500626e-16,0.03747445814834487,1600,-4.547473508864641e-13,0.13484916528480662,6,0.25845719931547406,computed,495,True,0.296875,511
327,333,316,624,not_certified,0.11111111111111113,42,7.400933694669697e-09,True,True,0.4713649929998108,0.36157774582795266,0.11111111111111113,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r007,included,0.008455416647858541,3/4,6.661338147750939e-16,0.017981989325799155,1600,0.0,0.15050110979016426,7,0.27728816813507245,computed,504,True,0.296875,472
314,361,348,577,not_certified,0.11111111111111115,45,8.911431679471802e-09,True,True,0.4861369168377031,0.3769283297013028,0.11111111111111115,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r008,included,0.005098070929214301,3/4,4.440892098500626e-16,0.028411274748917713,1600,-2.2737367544323206e-13,0.14216415711689157,8,0.26794491158648187,computed,517,True,0.296875,506
346,342,348,564,not_certified,0.11111111111111098,38,8.77845954143444e-09,True,True,0.47860847476254514,0.3698459718040804,0.11111111111111098,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r009,included,0.016667120291576566,3/4,3.3306690738754696e-16,0.01332650769869036,1600,-2.2737367544323206e-13,0.1461198825552984,9,0.2662387694995693,computed,519,True,0.296875,517
355,336,327,582,not_certified,0.11111111111111124,40,8.08805374213982e-09,True,True,0.48328778412945583,0.36391620699466676,0.11111111111111124,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r010,included,0.007855450377718655,3/4,6.661338147750939e-16,0.03396335299706159,1600,-2.2737367544323206e-13,0.14679019305274854,10,0.2652669526230227,computed,506,True,0.296875,512
313,316,357,614,not_certified,0.11111111111111098,45,8.582731546879803e-09,True,True,0.4952627605952295,0.38418467767087916,0.11111111111111098,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r011,included,0.014063857401573732,3/4,4.440892098500626e-16,0.03257031735214413,1600,0.0,0.13793956867360224,11,0.2594740139481276,computed,484,True,0.296875,502
333,313,351,603,not_certified,0.11111111111111102,35,9.574208534861552e-09,True,True,0.4672382800082635,0.3605624162740583,0.11111111111111102,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r012,included,0.006389836319412528,3/4,5.551115123125783e-16,0.028739186661294172,1600,0.0,0.15190366161861785,12,0.2745616380986102,computed,513,True,0.296875,484
337,334,332,597,not_certified,0.11111111111111117,44,8.345474417651944e-09,True,True,0.4765418342434641,0.3671071776442081,0.11111111111111117,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r013,included,0.007196095068198473,3/4,2.220446049250313e-16,0.022320989673582314,1600,-2.2737367544323206e-13,0.14747073582525053,13,0.27015267874047244,computed,481,True,0.296875,522
335,353,329,583,not_certified,0.11111111111111115,40,6.967686307744737e-09,True,True,0.4741538663436954,0.3555521472910519,0.11111111111111115,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r014,included,0.005498573002505617,3/4,4.440892098500626e-16,0.02718205009770849,1600,0.0,0.15168958379117167,14,0.27207531026826703,computed,503,True,0.296875,514
317,345,329,609,not_certified,0.1111111111111115,46,9.403687888696718e-09,True,True,0.5091562710602276,0.38445267987250237,0.1111111111111115,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r015,included,0.019244920233751715,3/4,8.881784197001252e-16,0.03710551285722224,1600,2.2737367544323206e-13,0.13492108009298637,15,0.25417435603389044,computed,495,True,0.296875,496
348,337,346,569,not_certified,0.11111111111111116,35,8.532321223085302e-09,True,True,0.4700716883576636,0.35874647780658553,0.11111111111111116,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r016,included,0.012309648109279982,3/4,6.661338147750939e-16,0.0331074431880714,1600,0.0,0.15172219274705578,16,0.2698871607769859,computed,515,True,0.296875,516
333,310,349,608,not_certified,0.1111111111111109,42,9.582370624582015e-09,True,True,0.4759310586980147,0.37166456451463936,0.1111111111111109,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r017,included,0.0021869259035535607,3/4,7.771561172376096e-16,0.029701927940711515,1600,0.0,0.14625815389317606,17,0.27168984385847933,computed,465,True,0.296875,527
337,333,354,576,not_certified,0.1111111111111108,41,8.978671250936543e-09,True,True,0.47227516180034285,0.3657037325769664,0.1111111111111108,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r018,included,0.010000484772693946,3/4,7.771561172376096e-16,0.016308107539993767,1600,0.0,0.14899591872320933,18,0.26988664867379986,computed,509,True,0.296875,515
306,330,349,615,not_certified,0.11111111111111126,39,8.20797004283856e-09,True,True,0.49021273921851,0.3683980496594091,0.11111111111111126,0.5888671875,0.501708984375,0.296875,lambda2_N1600_r019,included,0.010951698896048795,3/4,4.440892098500626e-16,0.033392390553254395,1600,0.0,0.14377381297903677,19,0.267949396309399,computed,490,True,0.296875,495
